polityIV_ccode,polityIV_country,year,polity,polity2,id
325,Italy,1877,-4,-4,325_1877
325,Italy,1878,-4,-4,325_1878
325,Italy,1879,-4,-4,325_1879
325,Italy,1880,-4,-4,325_1880
325,Italy,1881,-4,-4,325_1881
325,Italy,1882,-4,-4,325_1882
325,Italy,1883,-4,-4,325_1883
325,Italy,1884,-4,-4,325_1884
325,Italy,1885,-4,-4,325_1885
325,Italy,1886,-4,-4,325_1886
325,Italy,1887,-4,-4,325_1887
325,Italy,1888,-4,-4,325_1888
325,Italy,1889,-4,-4,325_1889
325,Italy,1890,-4,-4,325_1890
325,Italy,1891,-4,-4,325_1891
325,Italy,1892,-4,-4,325_1892
325,Italy,1893,-4,-4,325_1893
325,Italy,1894,-4,-4,325_1894
325,Italy,1895,-4,-4,325_1895
325,Italy,1896,-4,-4,325_1896
325,Italy,1897,-4,-4,325_1897
325,Italy,1898,-4,-4,325_1898
325,Italy,1899,-4,-4,325_1899
325,Italy,1900,-1,-1,325_1900
325,Italy,1901,-1,-1,325_1901
325,Italy,1902,-1,-1,325_1902
325,Italy,1903,-1,-1,325_1903
325,Italy,1904,-1,-1,325_1904
325,Italy,1905,-1,-1,325_1905
325,Italy,1906,-1,-1,325_1906
325,Italy,1907,-1,-1,325_1907
325,Italy,1908,-1,-1,325_1908
325,Italy,1909,-1,-1,325_1909
325,Italy,1910,-1,-1,325_1910
325,Italy,1911,-1,-1,325_1911
325,Italy,1912,-1,-1,325_1912
325,Italy,1913,-1,-1,325_1913
325,Italy,1914,-1,-1,325_1914
325,Italy,1915,-1,-1,325_1915
325,Italy,1916,-1,-1,325_1916
325,Italy,1917,-1,-1,325_1917
325,Italy,1918,-1,-1,325_1918
325,Italy,1919,-1,-1,325_1919
325,Italy,1920,-1,-1,325_1920
325,Italy,1921,-1,-1,325_1921
325,Italy,1922,-88,-2,325_1922
325,Italy,1923,-88,-3,325_1923
325,Italy,1924,-88,-4,325_1924
325,Italy,1925,-88,-6,325_1925
325,Italy,1926,-88,-7,325_1926
325,Italy,1927,-88,-8,325_1927
325,Italy,1928,-9,-9,325_1928
325,Italy,1929,-9,-9,325_1929
325,Italy,1930,-9,-9,325_1930
325,Italy,1931,-9,-9,325_1931
325,Italy,1932,-9,-9,325_1932
325,Italy,1933,-9,-9,325_1933
325,Italy,1934,-9,-9,325_1934
325,Italy,1935,-9,-9,325_1935
325,Italy,1936,-9,-9,325_1936
325,Italy,1937,-9,-9,325_1937
325,Italy,1938,-9,-9,325_1938
325,Italy,1939,-9,-9,325_1939
325,Italy,1940,-9,-9,325_1940
325,Italy,1941,-9,-9,325_1941
325,Italy,1942,-9,-9,325_1942
325,Italy,1943,-77,0,325_1943
325,Italy,1944,-77,0,325_1944
325,Italy,1945,-88,2,325_1945
325,Italy,1946,-88,5,325_1946
325,Italy,1947,-88,8,325_1947
325,Italy,1948,10,10,325_1948
325,Italy,1949,10,10,325_1949
325,Italy,1950,10,10,325_1950
325,Italy,1951,10,10,325_1951
325,Italy,1952,10,10,325_1952
325,Italy,1953,10,10,325_1953
325,Italy,1954,10,10,325_1954
325,Italy,1955,10,10,325_1955
325,Italy,1956,10,10,325_1956
325,Italy,1957,10,10,325_1957
325,Italy,1958,10,10,325_1958
325,Italy,1959,10,10,325_1959
325,Italy,1960,10,10,325_1960
325,Italy,1961,10,10,325_1961
325,Italy,1962,10,10,325_1962
325,Italy,1963,10,10,325_1963
325,Italy,1964,10,10,325_1964
325,Italy,1965,10,10,325_1965
325,Italy,1966,10,10,325_1966
325,Italy,1967,10,10,325_1967
325,Italy,1968,10,10,325_1968
325,Italy,1969,10,10,325_1969
325,Italy,1970,10,10,325_1970
325,Italy,1971,10,10,325_1971
325,Italy,1972,10,10,325_1972
325,Italy,1973,10,10,325_1973
325,Italy,1974,10,10,325_1974
325,Italy,1975,10,10,325_1975
325,Italy,1976,10,10,325_1976
325,Italy,1977,10,10,325_1977
325,Italy,1978,10,10,325_1978
325,Italy,1979,10,10,325_1979
325,Italy,1980,10,10,325_1980
325,Italy,1981,10,10,325_1981
325,Italy,1982,10,10,325_1982
325,Italy,1983,10,10,325_1983
325,Italy,1984,10,10,325_1984
325,Italy,1985,10,10,325_1985
325,Italy,1986,10,10,325_1986
325,Italy,1987,10,10,325_1987
325,Italy,1988,10,10,325_1988
325,Italy,1989,10,10,325_1989
325,Italy,1990,10,10,325_1990
325,Italy,1991,10,10,325_1991
325,Italy,1992,10,10,325_1992
325,Italy,1993,10,10,325_1993
325,Italy,1994,10,10,325_1994
325,Italy,1995,10,10,325_1995
325,Italy,1996,10,10,325_1996
325,Italy,1997,10,10,325_1997
325,Italy,1998,10,10,325_1998
325,Italy,1999,10,10,325_1999
325,Italy,2000,10,10,325_2000
325,Italy,2001,10,10,325_2001
325,Italy,2002,10,10,325_2002
325,Italy,2003,10,10,325_2003
325,Italy,2004,10,10,325_2004
325,Italy,2005,10,10,325_2005
325,Italy,2006,10,10,325_2006
325,Italy,2007,10,10,325_2007
325,Italy,2008,10,10,325_2008
325,Italy,2009,10,10,325_2009
325,Italy,2010,10,10,325_2010
325,Italy,2011,10,10,325_2011
325,Italy,2012,10,10,325_2012
325,Italy,2013,10,10,325_2013
325,Italy,2014,10,10,325_2014
325,Italy,2015,10,10,325_2015
325,Italy,2016,10,10,325_2016
325,Italy,2017,10,10,325_2017
325,Italy,2018,10,10,325_2018
327,Papal States,1815,-9,-9,327_1815
327,Papal States,1816,-9,-9,327_1816
327,Papal States,1817,-9,-9,327_1817
327,Papal States,1818,-9,-9,327_1818
327,Papal States,1819,-9,-9,327_1819
327,Papal States,1820,-9,-9,327_1820
327,Papal States,1821,-9,-9,327_1821
327,Papal States,1822,-9,-9,327_1822
327,Papal States,1823,-9,-9,327_1823
327,Papal States,1824,-9,-9,327_1824
327,Papal States,1825,-9,-9,327_1825
327,Papal States,1826,-9,-9,327_1826
327,Papal States,1827,-9,-9,327_1827
327,Papal States,1828,-9,-9,327_1828
327,Papal States,1829,-9,-9,327_1829
327,Papal States,1830,-9,-9,327_1830
327,Papal States,1831,-9,-9,327_1831
327,Papal States,1832,-9,-9,327_1832
327,Papal States,1833,-9,-9,327_1833
327,Papal States,1834,-9,-9,327_1834
327,Papal States,1835,-9,-9,327_1835
327,Papal States,1836,-9,-9,327_1836
327,Papal States,1837,-9,-9,327_1837
327,Papal States,1838,-9,-9,327_1838
327,Papal States,1839,-9,-9,327_1839
327,Papal States,1840,-9,-9,327_1840
327,Papal States,1841,-9,-9,327_1841
327,Papal States,1842,-9,-9,327_1842
327,Papal States,1843,-9,-9,327_1843
327,Papal States,1844,-9,-9,327_1844
327,Papal States,1845,-9,-9,327_1845
327,Papal States,1846,-9,-9,327_1846
327,Papal States,1847,-9,-9,327_1847
327,Papal States,1848,-88,-9,327_1848
327,Papal States,1849,-88,-9,327_1849
327,Papal States,1850,-9,-9,327_1850
327,Papal States,1851,-9,-9,327_1851
327,Papal States,1852,-9,-9,327_1852
327,Papal States,1853,-9,-9,327_1853
327,Papal States,1854,-9,-9,327_1854
327,Papal States,1855,-9,-9,327_1855
327,Papal States,1856,-9,-9,327_1856
327,Papal States,1857,-9,-9,327_1857
327,Papal States,1858,-9,-9,327_1858
327,Papal States,1859,-9,-9,327_1859
327,Papal States,1860,-9,-9,327_1860
327,Papal States,1861,-9,-9,327_1861
327,Papal States,1862,-9,-9,327_1862
327,Papal States,1863,-9,-9,327_1863
327,Papal States,1864,-9,-9,327_1864
327,Papal States,1865,-9,-9,327_1865
327,Papal States,1866,-9,-9,327_1866
327,Papal States,1867,-9,-9,327_1867
327,Papal States,1868,-9,-9,327_1868
327,Papal States,1869,-9,-9,327_1869
327,Papal States,1870,-9,-9,327_1870
329,Two Sicilies,1816,-10,-10,329_1816
329,Two Sicilies,1817,-10,-10,329_1817
329,Two Sicilies,1818,-10,-10,329_1818
329,Two Sicilies,1819,-10,-10,329_1819
329,Two Sicilies,1820,-6,-6,329_1820
329,Two Sicilies,1821,-10,-10,329_1821
329,Two Sicilies,1822,-10,-10,329_1822
329,Two Sicilies,1823,-10,-10,329_1823
329,Two Sicilies,1824,-10,-10,329_1824
329,Two Sicilies,1825,-10,-10,329_1825
329,Two Sicilies,1826,-10,-10,329_1826
329,Two Sicilies,1827,-10,-10,329_1827
329,Two Sicilies,1828,-10,-10,329_1828
329,Two Sicilies,1829,-10,-10,329_1829
329,Two Sicilies,1830,-10,-10,329_1830
329,Two Sicilies,1831,-10,-10,329_1831
329,Two Sicilies,1832,-10,-10,329_1832
329,Two Sicilies,1833,-10,-10,329_1833
329,Two Sicilies,1834,-10,-10,329_1834
329,Two Sicilies,1835,-10,-10,329_1835
329,Two Sicilies,1836,-10,-10,329_1836
329,Two Sicilies,1837,-10,-10,329_1837
329,Two Sicilies,1838,-10,-10,329_1838
329,Two Sicilies,1839,-10,-10,329_1839
329,Two Sicilies,1840,-10,-10,329_1840
329,Two Sicilies,1841,-10,-10,329_1841
329,Two Sicilies,1842,-10,-10,329_1842
329,Two Sicilies,1843,-10,-10,329_1843
329,Two Sicilies,1844,-10,-10,329_1844
329,Two Sicilies,1845,-10,-10,329_1845
329,Two Sicilies,1846,-10,-10,329_1846
329,Two Sicilies,1847,-10,-10,329_1847
329,Two Sicilies,1848,-10,-10,329_1848
329,Two Sicilies,1849,-10,-10,329_1849
329,Two Sicilies,1850,-10,-10,329_1850
329,Two Sicilies,1851,-10,-10,329_1851
329,Two Sicilies,1852,-10,-10,329_1852
329,Two Sicilies,1853,-10,-10,329_1853
329,Two Sicilies,1854,-10,-10,329_1854
329,Two Sicilies,1855,-10,-10,329_1855
329,Two Sicilies,1856,-10,-10,329_1856
329,Two Sicilies,1857,-10,-10,329_1857
329,Two Sicilies,1858,-10,-10,329_1858
329,Two Sicilies,1859,-10,-10,329_1859
329,Two Sicilies,1860,-10,-10,329_1860
332,Modena,1815,-10,-10,332_1815
332,Modena,1816,-10,-10,332_1816
332,Modena,1817,-10,-10,332_1817
332,Modena,1818,-10,-10,332_1818
332,Modena,1819,-10,-10,332_1819
332,Modena,1820,-10,-10,332_1820
332,Modena,1821,-10,-10,332_1821
332,Modena,1822,-10,-10,332_1822
332,Modena,1823,-10,-10,332_1823
332,Modena,1824,-10,-10,332_1824
332,Modena,1825,-10,-10,332_1825
332,Modena,1826,-10,-10,332_1826
332,Modena,1827,-10,-10,332_1827
332,Modena,1828,-10,-10,332_1828
332,Modena,1829,-10,-10,332_1829
332,Modena,1830,-10,-10,332_1830
332,Modena,1831,-10,-10,332_1831
332,Modena,1832,-10,-10,332_1832
332,Modena,1833,-10,-10,332_1833
332,Modena,1834,-10,-10,332_1834
332,Modena,1835,-10,-10,332_1835
332,Modena,1836,-10,-10,332_1836
332,Modena,1837,-10,-10,332_1837
332,Modena,1838,-10,-10,332_1838
332,Modena,1839,-10,-10,332_1839
332,Modena,1840,-10,-10,332_1840
332,Modena,1841,-10,-10,332_1841
332,Modena,1842,-10,-10,332_1842
332,Modena,1843,-10,-10,332_1843
332,Modena,1844,-10,-10,332_1844
332,Modena,1845,-10,-10,332_1845
332,Modena,1846,-10,-10,332_1846
332,Modena,1847,-10,-10,332_1847
332,Modena,1848,-10,-10,332_1848
332,Modena,1849,-10,-10,332_1849
332,Modena,1850,-10,-10,332_1850
332,Modena,1851,-10,-10,332_1851
332,Modena,1852,-10,-10,332_1852
332,Modena,1853,-10,-10,332_1853
332,Modena,1854,-10,-10,332_1854
332,Modena,1855,-10,-10,332_1855
332,Modena,1856,-10,-10,332_1856
332,Modena,1857,-10,-10,332_1857
332,Modena,1858,-10,-10,332_1858
332,Modena,1859,-10,-10,332_1859
332,Modena,1860,-10,-10,332_1860
335,Parma,1815,-10,-10,335_1815
335,Parma,1816,-10,-10,335_1816
335,Parma,1817,-10,-10,335_1817
335,Parma,1818,-10,-10,335_1818
335,Parma,1819,-10,-10,335_1819
335,Parma,1820,-10,-10,335_1820
335,Parma,1821,-10,-10,335_1821
335,Parma,1822,-10,-10,335_1822
335,Parma,1823,-10,-10,335_1823
335,Parma,1824,-10,-10,335_1824
335,Parma,1825,-10,-10,335_1825
335,Parma,1826,-10,-10,335_1826
335,Parma,1827,-10,-10,335_1827
335,Parma,1828,-10,-10,335_1828
335,Parma,1829,-10,-10,335_1829
335,Parma,1830,-10,-10,335_1830
335,Parma,1831,-10,-10,335_1831
335,Parma,1832,-10,-10,335_1832
335,Parma,1833,-10,-10,335_1833
335,Parma,1834,-10,-10,335_1834
335,Parma,1835,-10,-10,335_1835
335,Parma,1836,-10,-10,335_1836
335,Parma,1837,-10,-10,335_1837
335,Parma,1838,-10,-10,335_1838
335,Parma,1839,-10,-10,335_1839
335,Parma,1840,-10,-10,335_1840
335,Parma,1841,-10,-10,335_1841
335,Parma,1842,-10,-10,335_1842
335,Parma,1843,-10,-10,335_1843
335,Parma,1844,-10,-10,335_1844
335,Parma,1845,-10,-10,335_1845
335,Parma,1846,-10,-10,335_1846
335,Parma,1847,-10,-10,335_1847
335,Parma,1848,-10,-10,335_1848
335,Parma,1849,-10,-10,335_1849
335,Parma,1850,-10,-10,335_1850
335,Parma,1851,-10,-10,335_1851
335,Parma,1852,-10,-10,335_1852
335,Parma,1853,-10,-10,335_1853
335,Parma,1854,-10,-10,335_1854
335,Parma,1855,-10,-10,335_1855
335,Parma,1856,-10,-10,335_1856
335,Parma,1857,-10,-10,335_1857
335,Parma,1858,-10,-10,335_1858
335,Parma,1859,-10,-10,335_1859
335,Parma,1860,-10,-10,335_1860
337,Tuscany,1815,-10,-10,337_1815
337,Tuscany,1816,-10,-10,337_1816
337,Tuscany,1817,-10,-10,337_1817
337,Tuscany,1818,-10,-10,337_1818
337,Tuscany,1819,-10,-10,337_1819
337,Tuscany,1820,-10,-10,337_1820
337,Tuscany,1821,-10,-10,337_1821
337,Tuscany,1822,-10,-10,337_1822
337,Tuscany,1823,-10,-10,337_1823
337,Tuscany,1824,-10,-10,337_1824
337,Tuscany,1825,-10,-10,337_1825
337,Tuscany,1826,-10,-10,337_1826
337,Tuscany,1827,-10,-10,337_1827
337,Tuscany,1828,-10,-10,337_1828
337,Tuscany,1829,-10,-10,337_1829
337,Tuscany,1830,-10,-10,337_1830
337,Tuscany,1831,-10,-10,337_1831
337,Tuscany,1832,-10,-10,337_1832
337,Tuscany,1833,-10,-10,337_1833
337,Tuscany,1834,-10,-10,337_1834
337,Tuscany,1835,-10,-10,337_1835
337,Tuscany,1836,-10,-10,337_1836
337,Tuscany,1837,-10,-10,337_1837
337,Tuscany,1838,-10,-10,337_1838
337,Tuscany,1839,-10,-10,337_1839
337,Tuscany,1840,-10,-10,337_1840
337,Tuscany,1841,-10,-10,337_1841
337,Tuscany,1842,-10,-10,337_1842
337,Tuscany,1843,-10,-10,337_1843
337,Tuscany,1844,-10,-10,337_1844
337,Tuscany,1845,-10,-10,337_1845
337,Tuscany,1846,-10,-10,337_1846
337,Tuscany,1847,-10,-10,337_1847
337,Tuscany,1848,-7,-7,337_1848
337,Tuscany,1849,-10,-10,337_1849
337,Tuscany,1850,-10,-10,337_1850
337,Tuscany,1851,-10,-10,337_1851
337,Tuscany,1852,-10,-10,337_1852
337,Tuscany,1853,-10,-10,337_1853
337,Tuscany,1854,-10,-10,337_1854
337,Tuscany,1855,-10,-10,337_1855
337,Tuscany,1856,-10,-10,337_1856
337,Tuscany,1857,-10,-10,337_1857
337,Tuscany,1858,-10,-10,337_1858
337,Tuscany,1859,-10,-10,337_1859
337,Tuscany,1860,-10,-10,337_1860
339,Albania,1914,-2,-2,339_1914
339,Albania,1915,-77,0,339_1915
339,Albania,1916,-77,0,339_1916
339,Albania,1917,-77,0,339_1917
339,Albania,1918,-77,0,339_1918
339,Albania,1919,-77,0,339_1919
339,Albania,1920,-77,0,339_1920
339,Albania,1921,-77,0,339_1921
339,Albania,1922,-77,0,339_1922
339,Albania,1923,-77,0,339_1923
339,Albania,1924,-77,0,339_1924
339,Albania,1925,-9,-9,339_1925
339,Albania,1926,-9,-9,339_1926
339,Albania,1927,-9,-9,339_1927
339,Albania,1928,-9,-9,339_1928
339,Albania,1929,-9,-9,339_1929
339,Albania,1930,-9,-9,339_1930
339,Albania,1931,-9,-9,339_1931
339,Albania,1932,-9,-9,339_1932
339,Albania,1933,-9,-9,339_1933
339,Albania,1934,-9,-9,339_1934
339,Albania,1935,-9,-9,339_1935
339,Albania,1936,-9,-9,339_1936
339,Albania,1937,-9,-9,339_1937
339,Albania,1938,-9,-9,339_1938
339,Albania,1939,-77,0,339_1939
339,Albania,1940,-77,0,339_1940
339,Albania,1941,-77,0,339_1941
339,Albania,1942,-77,0,339_1942
339,Albania,1943,-77,0,339_1943
339,Albania,1944,-77,0,339_1944
339,Albania,1945,-88,-5,339_1945
339,Albania,1946,-9,-9,339_1946
339,Albania,1947,-9,-9,339_1947
339,Albania,1948,-9,-9,339_1948
339,Albania,1949,-9,-9,339_1949
339,Albania,1950,-9,-9,339_1950
339,Albania,1951,-9,-9,339_1951
339,Albania,1952,-9,-9,339_1952
339,Albania,1953,-9,-9,339_1953
339,Albania,1954,-9,-9,339_1954
339,Albania,1955,-9,-9,339_1955
339,Albania,1956,-9,-9,339_1956
339,Albania,1957,-9,-9,339_1957
339,Albania,1958,-9,-9,339_1958
339,Albania,1959,-9,-9,339_1959
339,Albania,1960,-9,-9,339_1960
339,Albania,1961,-9,-9,339_1961
339,Albania,1962,-9,-9,339_1962
339,Albania,1963,-9,-9,339_1963
339,Albania,1964,-9,-9,339_1964
339,Albania,1965,-9,-9,339_1965
339,Albania,1966,-9,-9,339_1966
339,Albania,1967,-9,-9,339_1967
339,Albania,1968,-9,-9,339_1968
339,Albania,1969,-9,-9,339_1969
339,Albania,1970,-9,-9,339_1970
339,Albania,1971,-9,-9,339_1971
339,Albania,1972,-9,-9,339_1972
339,Albania,1973,-9,-9,339_1973
339,Albania,1974,-9,-9,339_1974
339,Albania,1975,-9,-9,339_1975
339,Albania,1976,-9,-9,339_1976
339,Albania,1977,-9,-9,339_1977
339,Albania,1978,-9,-9,339_1978
339,Albania,1979,-9,-9,339_1979
339,Albania,1980,-9,-9,339_1980
339,Albania,1981,-9,-9,339_1981
339,Albania,1982,-9,-9,339_1982
339,Albania,1983,-9,-9,339_1983
339,Albania,1984,-9,-9,339_1984
339,Albania,1985,-9,-9,339_1985
339,Albania,1986,-9,-9,339_1986
339,Albania,1987,-9,-9,339_1987
339,Albania,1988,-9,-9,339_1988
339,Albania,1989,-9,-9,339_1989
339,Albania,1990,1,1,339_1990
339,Albania,1991,1,1,339_1991
339,Albania,1992,5,5,339_1992
339,Albania,1993,5,5,339_1993
339,Albania,1994,5,5,339_1994
339,Albania,1995,5,5,339_1995
339,Albania,1996,0,0,339_1996
339,Albania,1997,5,5,339_1997
339,Albania,1998,5,5,339_1998
339,Albania,1999,5,5,339_1999
339,Albania,2000,5,5,339_2000
339,Albania,2001,5,5,339_2001
339,Albania,2002,7,7,339_2002
339,Albania,2003,7,7,339_2003
339,Albania,2004,7,7,339_2004
339,Albania,2005,9,9,339_2005
339,Albania,2006,9,9,339_2006
339,Albania,2007,9,9,339_2007
339,Albania,2008,9,9,339_2008
339,Albania,2009,9,9,339_2009
339,Albania,2010,9,9,339_2010
339,Albania,2011,9,9,339_2011
339,Albania,2012,9,9,339_2012
339,Albania,2013,9,9,339_2013
339,Albania,2014,9,9,339_2014
339,Albania,2015,9,9,339_2015
339,Albania,2016,9,9,339_2016
339,Albania,2017,9,9,339_2017
339,Albania,2018,9,9,339_2018
341,Kosovo,2008,8,8,341_2008
341,Kosovo,2009,8,8,341_2009
341,Kosovo,2010,8,8,341_2010
341,Kosovo,2011,8,8,341_2011
341,Kosovo,2012,8,8,341_2012
341,Kosovo,2013,8,8,341_2013
341,Kosovo,2014,8,8,341_2014
341,Kosovo,2015,8,8,341_2015
341,Kosovo,2016,8,8,341_2016
341,Kosovo,2017,8,8,341_2017
341,Kosovo,2018,8,8,341_2018
342,Serbia,1830,-7,-7,342_1830
342,Serbia,1831,-7,-7,342_1831
342,Serbia,1832,-7,-7,342_1832
342,Serbia,1833,-7,-7,342_1833
342,Serbia,1834,-7,-7,342_1834
342,Serbia,1835,-7,-7,342_1835
342,Serbia,1836,-7,-7,342_1836
342,Serbia,1837,-7,-7,342_1837
342,Serbia,1838,2,2,342_1838
342,Serbia,1839,2,2,342_1839
342,Serbia,1840,2,2,342_1840
342,Serbia,1841,2,2,342_1841
342,Serbia,1842,2,2,342_1842
342,Serbia,1843,2,2,342_1843
342,Serbia,1844,2,2,342_1844
342,Serbia,1845,2,2,342_1845
342,Serbia,1846,2,2,342_1846
342,Serbia,1847,2,2,342_1847
342,Serbia,1848,2,2,342_1848
342,Serbia,1849,2,2,342_1849
342,Serbia,1850,2,2,342_1850
342,Serbia,1851,2,2,342_1851
342,Serbia,1852,2,2,342_1852
342,Serbia,1853,2,2,342_1853
342,Serbia,1854,2,2,342_1854
342,Serbia,1855,2,2,342_1855
342,Serbia,1856,2,2,342_1856
342,Serbia,1857,2,2,342_1857
342,Serbia,1858,-9,-9,342_1858
342,Serbia,1859,-9,-9,342_1859
342,Serbia,1860,-88,-4,342_1860
342,Serbia,1861,0,0,342_1861
342,Serbia,1862,0,0,342_1862
342,Serbia,1863,0,0,342_1863
342,Serbia,1864,0,0,342_1864
342,Serbia,1865,0,0,342_1865
342,Serbia,1866,0,0,342_1866
342,Serbia,1867,0,0,342_1867
342,Serbia,1868,-88,-3,342_1868
342,Serbia,1869,-5,-5,342_1869
342,Serbia,1870,-5,-5,342_1870
342,Serbia,1871,-5,-5,342_1871
342,Serbia,1872,-5,-5,342_1872
342,Serbia,1873,-5,-5,342_1873
342,Serbia,1874,-5,-5,342_1874
342,Serbia,1875,-5,-5,342_1875
342,Serbia,1876,-5,-5,342_1876
342,Serbia,1877,-5,-5,342_1877
342,Serbia,1878,-5,-5,342_1878
342,Serbia,1879,-5,-5,342_1879
342,Serbia,1880,-5,-5,342_1880
342,Serbia,1881,-5,-5,342_1881
342,Serbia,1882,-5,-5,342_1882
342,Serbia,1883,-5,-5,342_1883
342,Serbia,1884,-5,-5,342_1884
342,Serbia,1885,-5,-5,342_1885
342,Serbia,1886,-5,-5,342_1886
342,Serbia,1887,-5,-5,342_1887
342,Serbia,1888,-5,-5,342_1888
342,Serbia,1889,-5,-5,342_1889
342,Serbia,1890,-5,-5,342_1890
342,Serbia,1891,-5,-5,342_1891
342,Serbia,1892,-5,-5,342_1892
342,Serbia,1893,-5,-5,342_1893
342,Serbia,1894,-5,-5,342_1894
342,Serbia,1895,-5,-5,342_1895
342,Serbia,1896,-5,-5,342_1896
342,Serbia,1897,-5,-5,342_1897
342,Serbia,1898,-5,-5,342_1898
342,Serbia,1899,-5,-5,342_1899
342,Serbia,1900,-5,-5,342_1900
342,Serbia,1901,-5,-5,342_1901
342,Serbia,1902,-5,-5,342_1902
342,Serbia,1903,4,4,342_1903
342,Serbia,1904,4,4,342_1904
342,Serbia,1905,4,4,342_1905
342,Serbia,1906,4,4,342_1906
342,Serbia,1907,4,4,342_1907
342,Serbia,1908,4,4,342_1908
342,Serbia,1909,4,4,342_1909
342,Serbia,1910,4,4,342_1910
342,Serbia,1911,4,4,342_1911
342,Serbia,1912,4,4,342_1912
342,Serbia,1913,4,4,342_1913
342,Serbia,1914,4,4,342_1914
342,Serbia,1915,-66,NA,342_1915
342,Serbia,1916,-66,NA,342_1916
342,Serbia,1917,-88,4,342_1917
342,Serbia,1918,-88,5,342_1918
342,Serbia,1919,-88,6,342_1919
342,Serbia,1920,-88,7,342_1920
342,Serbia,2006,8,8,342_2006
342,Serbia,2007,8,8,342_2007
342,Serbia,2008,8,8,342_2008
342,Serbia,2009,8,8,342_2009
342,Serbia,2010,8,8,342_2010
342,Serbia,2011,8,8,342_2011
342,Serbia,2012,8,8,342_2012
342,Serbia,2013,8,8,342_2013
342,Serbia,2014,8,8,342_2014
342,Serbia,2015,8,8,342_2015
342,Serbia,2016,8,8,342_2016
342,Serbia,2017,8,8,342_2017
342,Serbia,2018,8,8,342_2018
343,Macedonia,1991,6,6,343_1991
343,Macedonia,1992,6,6,343_1992
343,Macedonia,1993,6,6,343_1993
343,Macedonia,1994,6,6,343_1994
343,Macedonia,1995,6,6,343_1995
343,Macedonia,1996,6,6,343_1996
343,Macedonia,1997,6,6,343_1997
343,Macedonia,1998,6,6,343_1998
343,Macedonia,1999,6,6,343_1999
343,Macedonia,2000,6,6,343_2000
343,Macedonia,2001,6,6,343_2001
343,Macedonia,2002,9,9,343_2002
343,Macedonia,2003,9,9,343_2003
343,Macedonia,2004,9,9,343_2004
343,Macedonia,2005,9,9,343_2005
343,Macedonia,2006,9,9,343_2006
343,Macedonia,2007,9,9,343_2007
343,Macedonia,2008,9,9,343_2008
343,Macedonia,2009,9,9,343_2009
343,Macedonia,2010,9,9,343_2010
343,Macedonia,2011,9,9,343_2011
343,Macedonia,2012,9,9,343_2012
343,Macedonia,2013,9,9,343_2013
343,Macedonia,2014,9,9,343_2014
343,Macedonia,2015,9,9,343_2015
343,Macedonia,2016,9,9,343_2016
343,Macedonia,2017,9,9,343_2017
343,Macedonia,2018,9,9,343_2018
344,Croatia,1991,-3,-3,344_1991
344,Croatia,1992,-3,-3,344_1992
344,Croatia,1993,-3,-3,344_1993
344,Croatia,1994,-3,-3,344_1994
344,Croatia,1995,-5,-5,344_1995
344,Croatia,1996,-5,-5,344_1996
344,Croatia,1997,-5,-5,344_1997
344,Croatia,1998,-5,-5,344_1998
344,Croatia,1999,-88,1,344_1999
344,Croatia,2000,8,8,344_2000
344,Croatia,2001,8,8,344_2001
344,Croatia,2002,8,8,344_2002
344,Croatia,2003,8,8,344_2003
344,Croatia,2004,8,8,344_2004
344,Croatia,2005,9,9,344_2005
344,Croatia,2006,9,9,344_2006
344,Croatia,2007,9,9,344_2007
344,Croatia,2008,9,9,344_2008
344,Croatia,2009,9,9,344_2009
344,Croatia,2010,9,9,344_2010
344,Croatia,2011,9,9,344_2011
344,Croatia,2012,9,9,344_2012
344,Croatia,2013,9,9,344_2013
344,Croatia,2014,9,9,344_2014
344,Croatia,2015,9,9,344_2015
344,Croatia,2016,9,9,344_2016
344,Croatia,2017,9,9,344_2017
344,Croatia,2018,9,9,344_2018
345,Yugoslavia,1921,0,0,345_1921
345,Yugoslavia,1922,0,0,345_1922
345,Yugoslavia,1923,0,0,345_1923
345,Yugoslavia,1924,0,0,345_1924
345,Yugoslavia,1925,0,0,345_1925
345,Yugoslavia,1926,0,0,345_1926
345,Yugoslavia,1927,0,0,345_1927
345,Yugoslavia,1928,0,0,345_1928
345,Yugoslavia,1929,-10,-10,345_1929
345,Yugoslavia,1930,-10,-10,345_1930
345,Yugoslavia,1931,-10,-10,345_1931
345,Yugoslavia,1932,-10,-10,345_1932
345,Yugoslavia,1933,-10,-10,345_1933
345,Yugoslavia,1934,-10,-10,345_1934
345,Yugoslavia,1935,-9,-9,345_1935
345,Yugoslavia,1936,-9,-9,345_1936
345,Yugoslavia,1937,-88,-5,345_1937
345,Yugoslavia,1938,-88,-2,345_1938
345,Yugoslavia,1939,2,2,345_1939
345,Yugoslavia,1940,2,2,345_1940
345,Yugoslavia,1941,-77,0,345_1941
345,Yugoslavia,1942,-77,0,345_1942
345,Yugoslavia,1943,-77,0,345_1943
345,Yugoslavia,1944,-88,-4,345_1944
345,Yugoslavia,1945,-7,-7,345_1945
345,Yugoslavia,1946,-7,-7,345_1946
345,Yugoslavia,1947,-7,-7,345_1947
345,Yugoslavia,1948,-7,-7,345_1948
345,Yugoslavia,1949,-7,-7,345_1949
345,Yugoslavia,1950,-7,-7,345_1950
345,Yugoslavia,1951,-88,-7,345_1951
